cate,num,num_sec,protect_unit,province,rx_time,title,type
新增项目,Ⅰ-1,1,台江县非物质文化遗产保护中心,贵州省台江县,2006</br>(第一批),苗族古歌,民间文学
新增项目,Ⅰ-1,1,黄平县非物质文化遗产保护中心,贵州省黄平县,2006</br>(第一批),苗族古歌,民间文学
扩展项目,Ⅰ-1,1,花垣县非物质文化遗产保护中心,湖南省花垣县,2011</br>(第三批),苗族古歌,民间文学
扩展项目,Ⅰ-1,1,清镇市文化馆,贵州省贵阳市清镇市,2021</br>(第五批),苗族古歌（簪汪传）,民间文学
新增项目,Ⅰ-2,2,田阳县文化馆,广西壮族自治区田阳县,2006</br>(第一批),布洛陀,民间文学
新增项目,Ⅰ-3,3,梁河县文化馆,云南省梁河县,2006</br>(第一批),遮帕麻和遮咪麻,民间文学
新增项目,Ⅰ-4,4,澜沧拉祜族自治县文化馆,云南省思茅市,2006</br>(第一批),牡帕密帕,民间文学
新增项目,Ⅰ-5,5,施秉县非物质文化遗产保护中心,贵州省施秉县,2006</br>(第一批),刻道,民间文学
新增项目,Ⅰ-6,6,镇江市非物质文化遗产保护中心,江苏省镇江市,2006</br>(第一批),白蛇传传说,民间文学
新增项目,Ⅰ-6,6,杭州市文化馆,浙江省杭州市,2006</br>(第一批),白蛇传传说,民间文学
新增项目,Ⅰ-7,7,宜兴市华夏梁祝文化研究会,江苏省宜兴市,2006</br>(第一批),梁祝传说,民间文学
新增项目,Ⅰ-7,7,宁波梁祝文化园管理有限公司,浙江省宁波市,2006</br>(第一批),梁祝传说,民间文学
新增项目,Ⅰ-7,7,杭州市文化馆,浙江省杭州市,2006</br>(第一批),梁祝传说,民间文学
新增项目,Ⅰ-7,7,绍兴市上虞区文化馆（区非物质遗产保护中心）,浙江省上虞市,2006</br>(第一批),梁祝传说,民间文学
新增项目,Ⅰ-7,7,济宁市梁祝文化研究会,山东省济宁市,2006</br>(第一批),梁祝传说,民间文学
新增项目,Ⅰ-7,7,汝南县文化馆,河南省汝南县,2006</br>(第一批),梁祝传说,民间文学
新增项目,Ⅰ-8,8,淄博市淄川区文化馆,山东省淄博市,2006</br>(第一批),孟姜女传说,民间文学
扩展项目,Ⅰ-8,8,秦皇岛市山海关区文化馆,河北省秦皇岛市,2008</br>(第二批),孟姜女传说,民间文学
扩展项目,Ⅰ-8,8,津市市文化馆（津市市美术馆）,湖南省津市市,2008</br>(第二批),孟姜女传说,民间文学
扩展项目,Ⅰ-8,8,莒县文化馆,山东省莒县,2011</br>(第三批),孟姜女传说,民间文学
扩展项目,Ⅰ-8,8,济南市文化馆（济南市非物质文化遗产保护中心）,山东省莱芜市莱城区,2014</br>(第四批),孟姜女传说,民间文学
新增项目,Ⅰ-9,9,万荣县文化馆,山西省万荣县,2006</br>(第一批),董永传说,民间文学
新增项目,Ⅰ-9,9,东台市文化馆,江苏省东台市,2006</br>(第一批),董永传说,民间文学
新增项目,Ⅰ-9,9,武陟县董永文化服务中心,河南省武陟县,2006</br>(第一批),董永传说,民间文学
新增项目,Ⅰ-9,9,孝感市群众艺术馆（孝感市非物质文化遗产保护中心）,湖北省孝感市,2006</br>(第一批),董永传说,民间文学
扩展项目,Ⅰ-9,9,常州市金坛区文化馆 ,江苏省金坛市,2008</br>(第二批),董永传说,民间文学
扩展项目,Ⅰ-9,9,博兴县文化馆,山东省博兴县,2008</br>(第二批),董永传说,民间文学
扩展项目,Ⅰ-9,9,丹阳市文化馆,江苏省丹阳市,2011</br>(第三批),董永传说,民间文学
新增项目,Ⅰ-10,10,诸暨市文化馆,浙江省诸暨市,2006</br>(第一批),西施传说,民间文学
新增项目,Ⅰ-11,11,台州市天台山文化研究会,浙江省天台县,2006</br>(第一批),济公传说,民间文学
新增项目,Ⅰ-12,12,吉林省艺术研究院（吉林省文化行业特有工种职业技能鉴定站、吉林省东北二人转博物馆、吉林省非物质文化遗产保护中心）,吉林省,2006</br>(第一批),满族说部,民间文学
扩展项目,Ⅰ-12,12,孙吴县文化馆,黑龙江省黑河市孙吴县,2021</br>(第五批),满族说部（孙吴县满语故事）,民间文学
新增项目,Ⅰ-13,13,凉州区文化馆,甘肃省武威市凉州区,2006</br>(第一批),河西宝卷,民间文学
新增项目,Ⅰ-13,13,肃州区文化馆,甘肃省酒泉市肃州区,2006</br>(第一批),河西宝卷,民间文学
扩展项目,Ⅰ-13,13,靖江市文化馆,江苏省靖江市,2008</br>(第二批),宝卷（靖江宝卷）,民间文学
扩展项目,Ⅰ-13,13,张掖市文化馆（张掖市非物质文化遗产传承保护中心）,甘肃省张掖市,2008</br>(第二批),宝卷（河西宝卷）,民间文学
扩展项目,Ⅰ-13,13,苏州市非物质文化遗产保护管理办公室（苏州市文化研究中心）,江苏省苏州市,2014</br>(第四批),宝卷（吴地宝卷）,民间文学
扩展项目,Ⅰ-13,13,岷县文化馆,甘肃省定西市岷县,2021</br>(第五批),宝卷（岷县宝卷）,民间文学
新增项目,Ⅰ-14,14,石家庄市藁城区文化馆,河北省藁城市,2006</br>(第一批),耿村民间故事,民间文学
新增项目,Ⅰ-15,15,丹江口市文化馆,湖北省丹江口市,2006</br>(第一批),伍家沟民间故事,民间文学
新增项目,Ⅰ-16,16,宜昌市夷陵区文化馆,湖北省宜昌市夷陵区,2006</br>(第一批),下堡坪民间故事,民间文学
新增项目,Ⅰ-17,17,重庆市九龙坡区文化馆,重庆市九龙坡区,2006</br>(第一批),走马镇民间故事,民间文学
新增项目,Ⅰ-18,18,盘锦市大洼区文化体育旅游发展促进中心（大洼区总工会文体活动管理中心）,辽宁省大洼县,2006</br>(第一批),古渔雁民间故事,民间文学
新增项目,Ⅰ-19,19,喀喇沁左翼蒙古族自治县公共文化和广播电视工作服务中心,辽宁省喀喇沁左翼蒙古族自治县,2006</br>(第一批),喀左东蒙民间故事,民间文学
新增项目,Ⅰ-20,20,新民市文化馆,辽宁省新民市,2006</br>(第一批),谭振山民间故事,民间文学
新增项目,Ⅰ-21,21,河间市文化馆,河北省河间市,2006</br>(第一批),河间歌诗,民间文学
新增项目,Ⅰ-22,22,苏州市非物质文化遗产保护管理办公室（苏州市文化研究中心）,江苏省苏州市,2006</br>(第一批),吴歌,民间文学
扩展项目,Ⅰ-22,22,无锡市锡山区吴歌锡剧研究会,江苏省无锡市,2008</br>(第二批),吴歌,民间文学
扩展项目,Ⅰ-22,22,上海市青浦区文化馆（上海青浦画院）,上海市青浦区,2008</br>(第二批),吴歌,民间文学
新增项目,Ⅰ-23,23,河池市宜州区刘三姐文化传承中心,广西壮族自治区宜州市,2006</br>(第一批),刘三姐歌谣,民间文学
新增项目,Ⅰ-24,24,红河哈尼族彝族自治州非物质文化遗产保护中心,云南省红河哈尼族彝族自治州,2006</br>(第一批),四季生产调,民间文学
新增项目,Ⅰ-25,25,克孜勒苏柯尔克孜自治州非物质文化遗产保护（玛纳斯保护研究）中心,新疆维吾尔自治区克孜勒苏柯尔克孜自治州,2006</br>(第一批),玛纳斯,民间文学
新增项目,Ⅰ-25,25,新疆维吾尔自治区民间文艺家协会，新疆维吾尔自治区艺术研究所（新疆维吾尔自治区非物质文化遗产保护研究中心）,新疆维吾尔自治区文联民间文艺家协会,2006</br>(第一批),玛纳斯,民间文学
新增项目,Ⅰ-26,26,和布克赛尔蒙古自治县非物质文化遗产保护中心,新疆维吾尔自治区和布克塞尔蒙古自治县,2006</br>(第一批),江格尔,民间文学
新增项目,Ⅰ-26,26,博尔塔拉蒙古自治州文化馆,新疆维吾尔自治区博尔塔拉蒙古自治州,2006</br>(第一批),江格尔,民间文学
新增项目,Ⅰ-26,26,新疆巴音郭楞蒙古自治州文化馆,新疆维吾尔自治区巴音郭楞蒙古自治州,2006</br>(第一批),江格尔,民间文学
新增项目,Ⅰ-26,26,新疆维吾尔自治区民间文艺家协会,新疆维吾尔自治区文联民间文艺家协会,2006</br>(第一批),江格尔,民间文学
扩展项目,Ⅰ-26,26,内蒙古自治区非物质文化遗产保护中心,内蒙古自治区,2021</br>(第五批),江格尔,民间文学
新增项目,Ⅰ-27,27,内蒙古自治区少数民族古籍与“格斯尔”征集研究室,内蒙古自治区,2006</br>(第一批),格萨（斯）尔,民间文学
新增项目,Ⅰ-27,27,甘孜藏族自治州文化馆,四川省,2006</br>(第一批),格萨（斯）尔,民间文学
新增项目,Ⅰ-27,27,迪庆藏族自治州非物质文化遗产保护中心,云南省 ,2006</br>(第一批),格萨（斯）尔,民间文学
新增项目,Ⅰ-27,27,西藏自治区文化厅,西藏自治区 ,2006</br>(第一批),格萨（斯）尔,民间文学
新增项目,Ⅰ-27,27,西北民族大学,甘肃省,2006</br>(第一批),格萨（斯）尔,民间文学
新增项目,Ⅰ-27,27,青海省《格萨尔》史诗研究所,青海省,2006</br>(第一批),格萨（斯）尔,民间文学
新增项目,Ⅰ-27,27,新疆维吾尔自治区民间文艺家协会,新疆维吾尔自治区,2006</br>(第一批),格萨（斯）尔,民间文学
新增项目,Ⅰ-27,27,中国社会科学院《格萨（斯）尔》办公室,中国社会科学院《格萨（斯）尔》办公室,2006</br>(第一批),格萨（斯）尔,民间文学
扩展项目,Ⅰ-27,27,巴林右旗格斯尔文化研究发展中心,内蒙古自治区巴林右旗,2014</br>(第四批),格萨（斯）尔,民间文学
新增项目,Ⅰ-28,28,石林彝族自治县文化馆,云南省石林彝族自治县,2006</br>(第一批),阿诗玛,民间文学
新增项目,Ⅰ-29,29,互助土族自治县文化馆,青海省互助土族自治县,2006</br>(第一批),拉仁布与吉门索,民间文学
新增项目,Ⅰ-30,30,霞浦县福宁文化艺术交流中心,福建省霞浦县,2006</br>(第一批),畲族小说歌,民间文学
新增项目,Ⅰ-31,31,宜都市文化馆（宜都市文艺创作室）,湖北省宜都市,2006</br>(第一批),青林寺谜语,民间文学
扩展项目,Ⅰ-31,31,汕头市澄海区文化馆,广东省汕头市澄海区,2008</br>(第二批),谜语（澄海灯谜）,民间文学
新增项目,Ⅰ-32,32,北京市延庆区文物管理所,北京市延庆县,2008</br>(第二批),八达岭长城传说,民间文学
新增项目,Ⅰ-33,33,北京市石景山区非物质文化遗产保护中心,北京市石景山区,2008</br>(第二批),永定河传说,民间文学
新增项目,Ⅰ-34,34,北京市房山区燕山文化馆,北京市房山区,2008</br>(第二批),杨家将传说（穆桂英传说）,民间文学
新增项目,Ⅰ-34,34,山西大学非物质文化遗产研究中心,山西省,2008</br>(第二批),杨家将传说（杨家将说唱）,民间文学
扩展项目,Ⅰ-34,34,天津市宁河区文化馆,天津市宁河县,2014</br>(第四批),杨家将传说（杨七郎墓传说）,民间文学
新增项目,Ⅰ-35,35,绛县文化馆,山西省绛县,2008</br>(第二批),尧的传说,民间文学
扩展项目,Ⅰ-35,35,菏泽市牡丹区文化馆,山东省菏泽市牡丹区,2011</br>(第三批),尧的传说,民间文学
新增项目,Ⅰ-36,36,和顺县文化馆,山西省和顺县,2008</br>(第二批),牛郎织女传说,民间文学
新增项目,Ⅰ-36,36,沂源县文化馆,山东省沂源县,2008</br>(第二批),牛郎织女传说,民间文学
扩展项目,Ⅰ-36,36,西咸新区沣东新城斗门街道办事处,陕西省西安市长安区,2011</br>(第三批),牛郎织女传说,民间文学
新增项目,Ⅰ-37,37,杭州图书馆,浙江省杭州市,2008</br>(第二批),西湖传说,民间文学
新增项目,Ⅰ-38,38,文成县非物质文化遗产保护中心,浙江省文成县,2008</br>(第二批),刘伯温传说,民间文学
新增项目,Ⅰ-38,38,青田县刘基研究会,浙江省青田县,2008</br>(第二批),刘伯温传说,民间文学
新增项目,Ⅰ-39,39,金华黄大仙文化研究会,浙江省金华市,2008</br>(第二批),黄初平（黄大仙）传说,民间文学
新增项目,Ⅰ-40,40,舟山市普陀山风景名胜区管理委员会,浙江省舟山市,2008</br>(第二批),观音传说,民间文学
新增项目,Ⅰ-41,41,象山县文化馆,浙江省象山县,2008</br>(第二批),徐福东渡传说,民间文学
新增项目,Ⅰ-41,41,慈溪市徐福研究会,浙江省慈溪市,2008</br>(第二批),徐福东渡传说,民间文学
扩展项目,Ⅰ-41,41,青岛市黄岛区琅琊暨徐福研究会,山东省胶南市,2011</br>(第三批),徐福传说,民间文学
扩展项目,Ⅰ-41,41,青岛市黄岛区文化馆,山东省青岛市黄岛区,2011</br>(第三批),徐福传说,民间文学
扩展项目,Ⅰ-41,41,连云港市赣榆区金山镇文化站,江苏省赣榆县,2011</br>(第三批),徐福传说,民间文学
新增项目,Ⅰ-42,42,菏泽市定陶区文化馆,山东省定陶县,2008</br>(第二批),陶朱公传说,民间文学
新增项目,Ⅰ-43,43,巨野县文化馆,山东省巨野县,2008</br>(第二批),麒麟传说,民间文学
新增项目,Ⅰ-43,43,嘉祥县文化馆,山东省嘉祥县,2008</br>(第二批),麒麟传说,民间文学
新增项目,Ⅰ-44,44,曲阜市文化馆,山东省曲阜市,2008</br>(第二批),鲁班传说,民间文学
新增项目,Ⅰ-44,44,山东省滕州市文化馆,山东省滕州市,2008</br>(第二批),鲁班传说,民间文学
新增项目,Ⅰ-45,45,蓬莱市文化馆,山东省蓬莱市,2008</br>(第二批),八仙传说,民间文学
新增项目,Ⅰ-46,46,青岛圣龙山旅游开发有限公司,山东省即墨市,2008</br>(第二批),秃尾巴老李的传说,民间文学
新增项目,Ⅰ-46,46,莒县文化馆,山东省莒县,2008</br>(第二批),秃尾巴老李的传说,民间文学
新增项目,Ⅰ-46,46,威海市文登区文化馆（威海市文登区非物质文化遗产保护中心）,山东省文登市,2008</br>(第二批),秃尾巴老李的传说,民间文学
新增项目,Ⅰ-46,46,诸城市文化馆,山东省诸城市,2008</br>(第二批),秃尾巴老李的传说,民间文学
新增项目,Ⅰ-47,47,秭归县文化馆（县文艺创作室、县非物质文化遗产保护中心）,湖北省秭归县,2008</br>(第二批),屈原传说,民间文学
新增项目,Ⅰ-48,48,兴山县文化馆,湖北省兴山县,2008</br>(第二批),王昭君传说,民间文学
新增项目,Ⅰ-49,49,随县文化馆（随县非物质文化遗产保护中心）,湖北省随州市,2008</br>(第二批),炎帝神农传说,民间文学
新增项目,Ⅰ-49,49,神农架林区群众艺术馆,湖北省神农架林区,2008</br>(第二批),炎帝神农传说,民间文学
新增项目,Ⅰ-50,50,虞城县文化馆,河南省虞城县,2008</br>(第二批),木兰传说,民间文学
新增项目,Ⅰ-50,50,武汉市黄陂区文化馆,湖北省武汉市黄陂区,2008</br>(第二批),木兰传说,民间文学
扩展项目,Ⅰ-50,50,延安市宝塔区文化馆,陕西省延安市宝塔区,2011</br>(第三批),木兰传说,民间文学
新增项目,Ⅰ-51,51,通辽市群众艺术馆,内蒙古自治区通辽市,2008</br>(第二批),巴拉根仓的故事,民间文学
新增项目,Ⅰ-52,52,北票市文化体育事业服务中心,辽宁省北票市,2008</br>(第二批),北票民间故事,民间文学
新增项目,Ⅰ-53,53,辽宁省文化遗产保护中心（辽宁省文物保护中心、辽宁省非物质文化遗产保护中心）,辽宁省文学艺术界联合会民间文艺家协会,2008</br>(第二批),满族民间故事,民间文学
新增项目,Ⅰ-54,54,绍兴市文化馆、绍兴市非物质文化遗产保护中心,浙江省绍兴市,2008</br>(第二批),徐文长故事,民间文学
新增项目,Ⅰ-55,55,青岛市崂山区非物质文化遗产保护协会,山东省青岛市崂山区,2008</br>(第二批),崂山民间故事,民间文学
新增项目,Ⅰ-56,56,长阳土家族自治县民族民间传统文化保护中心,湖北省长阳土家族自治县,2008</br>(第二批),都镇湾故事,民间文学
新增项目,Ⅰ-57,57,桐柏县人民文化馆,河南省桐柏县,2008</br>(第二批),盘古神话,民间文学
新增项目,Ⅰ-57,57,泌阳县人民文化馆,河南省泌阳县,2008</br>(第二批),盘古神话,民间文学
新增项目,Ⅰ-58,58,济源市邵原镇女娲文化研究基地,河南省济源市,2008</br>(第二批),邵原神话群,民间文学
新增项目,Ⅰ-59,59,科尔沁左翼中旗文化研究室,内蒙古自治区科尔沁左翼中旗,2008</br>(第二批),嘎达梅林,民间文学
新增项目,Ⅰ-60,60,内蒙古师范大学,内蒙古自治区,2008</br>(第二批),科尔沁潮尔史诗,民间文学
新增项目,Ⅰ-61,61,黔东南苗族侗族自治州文化研究所,贵州省黔东南苗族侗族自治州,2008</br>(第二批),仰阿莎,民间文学
新增项目,Ⅰ-62,62,盘州市非物质文化遗产保护中心,贵州省盘县,2008</br>(第二批),布依族盘歌,民间文学
新增项目,Ⅰ-63,63,楚雄彝族自治州文化馆,云南省楚雄彝族自治州,2008</br>(第二批),梅葛,民间文学
新增项目,Ⅰ-64,64,双柏县文化馆,云南省双柏县,2008</br>(第二批),查姆,民间文学
新增项目,Ⅰ-65,65,德宏州文化馆,云南省德宏傣族景颇族自治州,2008</br>(第二批),达古达楞格莱标,民间文学
新增项目,Ⅰ-66,66,元阳县文化馆,云南省元阳县,2008</br>(第二批),哈尼哈吧,民间文学
新增项目,Ⅰ-67,67,西双版纳傣族自治州文化馆,云南省西双版纳傣族自治州,2008</br>(第二批),召树屯与喃木诺娜,民间文学
新增项目,Ⅰ-68,68,东乡族自治县文化馆,甘肃省东乡族自治县,2008</br>(第二批),米拉尕黑,民间文学
新增项目,Ⅰ-69,69,治多县政府民族语言文字工作办公室,青海省治多县,2008</br>(第二批),康巴拉伊,民间文学
新增项目,Ⅰ-70,70,海西蒙古族藏族自治州民族文化活动中心（海西蒙古族藏族自治州群众艺术馆）,青海省海西蒙古族藏族自治州,2008</br>(第二批),汗青格勒,民间文学
新增项目,Ⅰ-71,71,新疆维吾尔自治区民间文艺家协会,新疆维吾尔自治区,2008</br>(第二批),维吾尔族达斯坦,民间文学
